stemID           length           xCoordinate      yCoordinate      radians         
120              120.00           0.00             0.00             1.57            
121              104.35           0.00             120.00           2.09            
122              100.00           0.00             120.00           1.57            
123              104.35           0.00             120.00           1.05            
124              78.90            -52.17           210.37           2.62            
125              72.46            -52.17           210.37           2.09            
126              78.90            -52.17           210.37           1.57            
127              75.61            0.00             220.00           2.09            
128              69.44            0.00             220.00           1.57            
129              75.61            0.00             220.00           1.05            
130              78.90            52.17            210.37           1.57            
131              72.46            52.17            210.37           1.05            
132              78.90            52.17            210.37           0.52            
133              51.88            -120.51          249.82           3.14            
134              45.66            -120.51          249.82           2.62            
135              51.88            -120.51          249.82           2.09            
136              47.65            -88.41           273.12           2.62            
137              41.94            -88.41           273.12           2.09            
138              47.65            -88.41           273.12           1.57            
139              51.88            -52.17           289.27           2.09            
140              45.66            -52.17           289.27           1.57            
141              51.88            -52.17           289.27           1.05            
142              49.72            -37.81           285.48           2.62            
143              43.76            -37.81           285.48           2.09            
144              49.72            -37.81           285.48           1.57            
145              45.66            0.00             289.44           2.09            
146              40.19            0.00             289.44           1.57            
147              45.66            0.00             289.44           1.05            
148              49.72            37.81            285.48           1.57            
149              43.76            37.81            285.48           1.05            
150              49.72            37.81            285.48           0.52            
151              51.88            52.17            289.27           2.09            
152              45.66            52.17            289.27           1.57            
153              51.88            52.17            289.27           1.05            
154              47.65            88.41            273.12           1.57            
155              41.94            88.41            273.12           1.05            
156              47.65            88.41            273.12           0.52            
157              51.88            120.51           249.82           1.05            
158              45.66            120.51           249.82           0.52            
159              51.88            120.51           249.82           0.00            
160              29.66            -172.38          249.82           3.67            
161              25.02            -172.38          249.82           3.14            
162              29.66            -172.38          249.82           2.62            
163              26.11            -160.05          272.65           3.14            
164              22.02            -160.05          272.65           2.62            
165              26.11            -160.05          272.65           2.09            
166              29.66            -146.44          294.75           2.62            
167              25.02            -146.44          294.75           2.09            
168              29.66            -146.44          294.75           1.57            
169              27.24            -129.67          296.95           3.14            
170              22.98            -129.67          296.95           2.62            
171              27.24            -129.67          296.95           2.09            
172              23.98            -109.37          309.44           2.62            
173              20.22            -109.37          309.44           2.09            
174              23.98            -109.37          309.44           1.57            
175              27.24            -88.41           320.77           2.09            
176              22.98            -88.41           320.77           1.57            
177              27.24            -88.41           320.77           1.05            
178              29.66            -78.11           334.20           2.62            
179              25.02            -78.11           334.20           2.09            
180              29.66            -78.11           334.20           1.57            
181              26.11            -52.17           334.93           2.09            
182              22.02            -52.17           334.93           1.57            
183              26.11            -52.17           334.93           1.05            
184              29.66            -26.23           334.20           1.57            
185              25.02            -26.23           334.20           1.05            
186              29.66            -26.23           334.20           0.52            
187              28.43            -80.86           310.34           3.14            
188              23.98            -80.86           310.34           2.62            
189              28.43            -80.86           310.34           2.09            
190              25.02            -59.69           323.38           2.62            
191              21.10            -59.69           323.38           2.09            
192              25.02            -59.69           323.38           1.57            
193              28.43            -37.81           335.20           2.09            
194              23.98            -37.81           335.20           1.57            
195              28.43            -37.81           335.20           1.05            
196              26.11            -22.83           328.99           2.62            
197              22.02            -22.83           328.99           2.09            
198              26.11            -22.83           328.99           1.57            
199              22.98            0.00             329.63           2.09            
200              19.38            0.00             329.63           1.57            
201              22.98            0.00             329.63           1.05            
202              26.11            22.83            328.99           1.57            
203              22.02            22.83            328.99           1.05            
204              26.11            22.83            328.99           0.52            
205              28.43            37.81            335.20           2.09            
206              23.98            37.81            335.20           1.57            
207              28.43            37.81            335.20           1.05            
208              25.02            59.69            323.38           1.57            
209              21.10            59.69            323.38           1.05            
210              25.02            59.69            323.38           0.52            
211              28.43            80.86            310.34           1.05            
212              23.98            80.86            310.34           0.52            
213              28.43            80.86            310.34           0.00            
214              29.66            26.23            334.20           2.62            
215              25.02            26.23            334.20           2.09            
216              29.66            26.23            334.20           1.57            
217              26.11            52.17            334.93           2.09            
218              22.02            52.17            334.93           1.57            
219              26.11            52.17            334.93           1.05            
220              29.66            78.11            334.20           1.57            
221              25.02            78.11            334.20           1.05            
222              29.66            78.11            334.20           0.52            
223              27.24            88.41            320.77           2.09            
224              22.98            88.41            320.77           1.57            
225              27.24            88.41            320.77           1.05            
226              23.98            109.37           309.44           1.57            
227              20.22            109.37           309.44           1.05            
228              23.98            109.37           309.44           0.52            
229              27.24            129.67           296.95           1.05            
230              22.98            129.67           296.95           0.52            
231              27.24            129.67           296.95           0.00            
232              29.66            146.44           294.75           1.57            
233              25.02            146.44           294.75           1.05            
234              29.66            146.44           294.75           0.52            
235              26.11            160.05           272.65           1.05            
236              22.02            160.05           272.65           0.52            
237              26.11            160.05           272.65           0.00            
238              29.66            172.38           249.82           0.52            
239              25.02            172.38           249.82           0.00            
240              29.66            172.38           249.82           -0.52           
241              16.96            -198.07          234.99           4.19            
242              11.92            -198.07          234.99           3.67            
243              14.75            -198.07          234.99           3.14            
244              12.44            -197.40          249.82           3.67            
245              10.05            -197.40          249.82           3.14            
246              12.44            -197.40          249.82           2.62            
247              14.75            -198.07          264.65           3.14            
248              11.92            -198.07          264.65           2.62            
249              14.75            -198.07          264.65           2.09            
250              12.98            -186.16          272.65           3.67            
251              10.49            -186.16          272.65           3.14            
252              12.98            -186.16          272.65           2.62            
253              10.95            -179.12          283.66           3.14            
254              8.85             -179.12          283.66           2.62            
255              10.95            -179.12          283.66           2.09            
256              12.98            -173.10          295.26           2.62            
257              10.49            -173.10          295.26           2.09            
258              12.98            -173.10          295.26           1.57            
259              14.75            -172.13          309.58           3.14            
260              11.92            -172.13          309.58           2.62            
261              14.75            -172.13          309.58           2.09            
262              12.44            -158.95          316.41           2.62            
263              10.05            -158.95          316.41           2.09            
264              12.44            -158.95          316.41           1.57            
265              14.75            -146.44          324.41           2.09            
266              11.92            -146.44          324.41           1.57            
267              14.75            -146.44          324.41           1.05            
268              13.54            -156.91          296.95           3.67            
269              10.95            -156.91          296.95           3.14            
270              13.54            -156.91          296.95           2.62            
271              11.42            -149.57          308.44           3.14            
272              9.23             -149.57          308.44           2.62            
273              11.42            -149.57          308.44           2.09            
274              13.54            -143.29          320.54           2.62            
275              10.95            -143.29          320.54           2.09            
276              13.54            -143.29          320.54           1.57            
277              11.92            -130.14          321.43           3.14            
278              9.64             -130.14          321.43           2.62            
279              11.92            -130.14          321.43           2.09            
280              10.05            -119.48          326.95           2.62            
281              8.13             -119.48          326.95           2.09            
282              10.05            -119.48          326.95           1.57            
283              11.92            -109.37          333.42           2.09            
284              9.64             -109.37          333.42           1.57            
285              11.92            -109.37          333.42           1.05            
286              13.54            -102.03          344.36           2.62            
287              10.95            -102.03          344.36           2.09            
288              13.54            -102.03          344.36           1.57            
289              11.42            -88.41           343.75           2.09            
290              9.23             -88.41           343.75           1.57            
291              11.42            -88.41           343.75           1.05            
292              13.54            -74.78           344.36           1.57            
293              10.95            -74.78           344.36           1.05            
294              13.54            -74.78           344.36           0.52            
295              14.75            -103.80          349.03           3.14            
296              11.92            -103.80          349.03           2.62            
297              14.75            -103.80          349.03           2.09            
298              12.44            -90.62           355.87           2.62            
299              10.05            -90.62           355.87           2.09            
300              12.44            -90.62           355.87           1.57            
301              14.75            -78.11           363.86           2.09            
302              11.92            -78.11           363.86           1.57            
303              14.75            -78.11           363.86           1.05            
304              12.98            -65.23           357.54           2.62            
305              10.49            -65.23           357.54           2.09            
306              12.98            -65.23           357.54           1.57            
307              10.95            -52.17           356.95           2.09            
308              8.85             -52.17           356.95           1.57            
309              10.95            -52.17           356.95           1.05            
310              12.98            -39.12           357.54           1.57            
311              10.49            -39.12           357.54           1.05            
312              12.98            -39.12           357.54           0.52            
313              14.75            -26.23           363.86           2.09            
314              11.92            -26.23           363.86           1.57            
315              14.75            -26.23           363.86           1.05            
316              12.44            -13.72           355.87           1.57            
317              10.05            -13.72           355.87           1.05            
318              12.44            -13.72           355.87           0.52            
319              14.75            -0.55            349.03           1.05            
320              11.92            -0.55            349.03           0.52            
321              14.75            -0.55            349.03           0.00            
322              14.13            -109.29          310.34           3.67            
323              11.42            -109.29          310.34           3.14            
324              14.13            -109.29          310.34           2.62            
325              11.92            -101.63          322.33           3.14            
326              9.64             -101.63          322.33           2.62            
327              11.92            -101.63          322.33           2.09            
328              14.13            -95.08           334.96           2.62            
329              11.42            -95.08           334.96           2.09            
330              14.13            -95.08           334.96           1.57            
331              12.44            -81.35           335.89           3.14            
332              10.05            -81.35           335.89           2.62            
333              12.44            -81.35           335.89           2.09            
334              10.49            -70.24           341.66           2.62            
335              8.48             -70.24           341.66           2.09            
336              10.49            -70.24           341.66           1.57            
337              12.44            -59.69           348.40           2.09            
338              10.05            -59.69           348.40           1.57            
339              12.44            -59.69           348.40           1.05            
340              14.13            -52.02           359.82           2.62            
341              11.42            -52.02           359.82           2.09            
342              14.13            -52.02           359.82           1.57            
343              11.92            -37.81           359.18           2.09            
344              9.64             -37.81           359.18           1.57            
345              11.92            -37.81           359.18           1.05            
346              14.13            -23.59           359.82           1.57            
347              11.42            -23.59           359.82           1.05            
348              14.13            -23.59           359.82           0.52            
349              12.98            -45.44           342.04           3.14            
350              10.49            -45.44           342.04           2.62            
351              12.98            -45.44           342.04           2.09            
352              10.95            -33.84           348.06           2.62            
353              8.85             -33.84           348.06           2.09            
354              10.95            -33.84           348.06           1.57            
355              12.98            -22.83           355.09           2.09            
356              10.49            -22.83           355.09           1.57            
357              12.98            -22.83           355.09           1.05            
358              11.42            -11.49           349.53           2.62            
359              9.23             -11.49           349.53           2.09            
360              11.42            -11.49           349.53           1.57            
361              9.64             0.00             349.01           2.09            
362              7.79             0.00             349.01           1.57            
363              9.64             0.00             349.01           1.05            
364              11.42            11.49            349.53           1.57            
365              9.23             11.49            349.53           1.05            
366              11.42            11.49            349.53           0.52            
367              12.98            22.83            355.09           2.09            
368              10.49            22.83            355.09           1.57            
369              12.98            22.83            355.09           1.05            
370              10.95            33.84            348.06           1.57            
371              8.85             33.84            348.06           1.05            
372              10.95            33.84            348.06           0.52            
373              12.98            45.44            342.04           1.05            
374              10.49            45.44            342.04           0.52            
375              12.98            45.44            342.04           0.00            
376              14.13            23.59            359.82           2.62            
377              11.42            23.59            359.82           2.09            
378              14.13            23.59            359.82           1.57            
379              11.92            37.81            359.18           2.09            
380              9.64             37.81            359.18           1.57            
381              11.92            37.81            359.18           1.05            
382              14.13            52.02            359.82           1.57            
383              11.42            52.02            359.82           1.05            
384              14.13            52.02            359.82           0.52            
385              12.44            59.69            348.40           2.09            
386              10.05            59.69            348.40           1.57            
387              12.44            59.69            348.40           1.05            
388              10.49            70.24            341.66           1.57            
389              8.48             70.24            341.66           1.05            
390              10.49            70.24            341.66           0.52            
391              12.44            81.35            335.89           1.05            
392              10.05            81.35            335.89           0.52            
393              12.44            81.35            335.89           0.00            
394              14.13            95.08            334.96           1.57            
395              11.42            95.08            334.96           1.05            
396              14.13            95.08            334.96           0.52            
397              11.92            101.63           322.33           1.05            
398              9.64             101.63           322.33           0.52            
399              11.92            101.63           322.33           0.00            
400              14.13            109.29           310.34           0.52            
401              11.42            109.29           310.34           0.00            
402              14.13            109.29           310.34           -0.52           
403              14.75            0.55             349.03           3.14            
404              11.92            0.55             349.03           2.62            
405              14.75            0.55             349.03           2.09            
406              12.44            13.72            355.87           2.62            
407              10.05            13.72            355.87           2.09            
408              12.44            13.72            355.87           1.57            
409              14.75            26.23            363.86           2.09            
410              11.92            26.23            363.86           1.57            
411              14.75            26.23            363.86           1.05            
412              12.98            39.12            357.54           2.62            
413              10.49            39.12            357.54           2.09            
414              12.98            39.12            357.54           1.57            
415              10.95            52.17            356.95           2.09            
416              8.85             52.17            356.95           1.57            
417              10.95            52.17            356.95           1.05            
418              12.98            65.23            357.54           1.57            
419              10.49            65.23            357.54           1.05            
420              12.98            65.23            357.54           0.52            
421              14.75            78.11            363.86           2.09            
422              11.92            78.11            363.86           1.57            
423              14.75            78.11            363.86           1.05            
424              12.44            90.62            355.87           1.57            
425              10.05            90.62            355.87           1.05            
426              12.44            90.62            355.87           0.52            
427              14.75            103.80           349.03           1.05            
428              11.92            103.80           349.03           0.52            
429              14.75            103.80           349.03           0.00            
430              13.54            74.78            344.36           2.62            
431              10.95            74.78            344.36           2.09            
432              13.54            74.78            344.36           1.57            
433              11.42            88.41            343.75           2.09            
434              9.23             88.41            343.75           1.57            
435              11.42            88.41            343.75           1.05            
436              13.54            102.03           344.36           1.57            
437              10.95            102.03           344.36           1.05            
438              13.54            102.03           344.36           0.52            
439              11.92            109.37           333.42           2.09            
440              9.64             109.37           333.42           1.57            
441              11.92            109.37           333.42           1.05            
442              10.05            119.48           326.95           1.57            
443              8.13             119.48           326.95           1.05            
444              10.05            119.48           326.95           0.52            
445              11.92            130.14           321.43           1.05            
446              9.64             130.14           321.43           0.52            
447              11.92            130.14           321.43           0.00            
448              13.54            143.29           320.54           1.57            
449              10.95            143.29           320.54           1.05            
450              13.54            143.29           320.54           0.52            
451              11.42            149.57           308.44           1.05            
452              9.23             149.57           308.44           0.52            
453              11.42            149.57           308.44           0.00            
454              13.54            156.91           296.95           0.52            
455              10.95            156.91           296.95           0.00            
456              13.54            156.91           296.95           -0.52           
457              14.75            146.44           324.41           2.09            
458              11.92            146.44           324.41           1.57            
459              14.75            146.44           324.41           1.05            
460              12.44            158.95           316.41           1.57            
461              10.05            158.95           316.41           1.05            
462              12.44            158.95           316.41           0.52            
463              14.75            172.13           309.58           1.05            
464              11.92            172.13           309.58           0.52            
465              14.75            172.13           309.58           0.00            
466              12.98            173.10           295.26           1.57            
467              10.49            173.10           295.26           1.05            
468              12.98            173.10           295.26           0.52            
469              10.95            179.12           283.66           1.05            
470              8.85             179.12           283.66           0.52            
471              10.95            179.12           283.66           0.00            
472              12.98            186.16           272.65           0.52            
473              10.49            186.16           272.65           0.00            
474              12.98            186.16           272.65           -0.52           
475              14.75            198.07           264.65           1.05            
476              11.92            198.07           264.65           0.52            
477              14.75            198.07           264.65           0.00            
478              12.44            197.40           249.82           0.52            
479              10.05            197.40           249.82           0.00            
480              12.44            197.40           249.82           -0.52           
481              14.75            198.07           234.99           0.00            
482              11.92            198.07           234.99           -0.52           
483              14.75            198.07           234.99           -1.05           
484              7.33             -206.55          220.30           4.71            
485              5.68             -206.55          220.30           4.19            
486              7.33             -206.55          220.30           3.67            
487              5.15             -208.40          229.03           4.19            
488              3.99             -208.40          229.03           3.67            
489              5.15             -208.40          229.03           3.14            
490              6.38             -212.82          234.99           3.67            
491              4.94             -212.82          234.99           3.14            
492              6.38             -212.82          234.99           2.62            
493              5.38             -208.18          243.60           4.19            
494              4.17             -208.18          243.60           3.67            
495              5.38             -208.18          243.60           3.14            
496              4.35             -207.46          249.82           3.67            
497              3.37             -207.46          249.82           3.14            
498              4.35             -207.46          249.82           2.62            
499              5.38             -208.18          256.04           3.14            
500              4.17             -208.18          256.04           2.62            
501              5.38             -208.18          256.04           2.09            
502              6.38             -212.82          264.65           3.67            
503              4.94             -212.82          264.65           3.14            
504              6.38             -212.82          264.65           2.62            
505              5.15             -208.40          270.61           3.14            
506              3.99             -208.40          270.61           2.62            
507              5.15             -208.40          270.61           2.09            
508              6.38             -205.45          277.42           2.62            
509              4.94             -205.45          277.42           2.09            
510              6.38             -205.45          277.42           1.57            
511              5.61             -197.40          266.16           4.19            
512              4.35             -197.40          266.16           3.67            
513              5.61             -197.40          266.16           3.14            
514              4.54             -196.65          272.65           3.67            
515              3.51             -196.65          272.65           3.14            
516              4.54             -196.65          272.65           2.62            
517              5.61             -197.40          279.14           3.14            
518              4.35             -197.40          279.14           2.62            
519              5.61             -197.40          279.14           2.09            
520              4.73             -190.07          283.66           3.67            
521              3.67             -190.07          283.66           3.14            
522              4.73             -190.07          283.66           2.62            
523              3.83             -186.78          288.08           3.14            
524              2.96             -186.78          288.08           2.62            
525              3.83             -186.78          288.08           2.09            
526              4.73             -184.59          293.14           2.62            
527              3.67             -184.59          293.14           2.09            
528              4.73             -184.59          293.14           1.57            
529              5.61             -184.34          301.75           3.14            
530              4.35             -184.34          301.75           2.62            
531              5.61             -184.34          301.75           2.09            
532              4.54             -178.35          304.34           2.62            
533              3.51             -178.35          304.34           2.09            
534              4.54             -178.35          304.34           1.57            
535              5.61             -173.10          308.24           2.09            
536              4.35             -173.10          308.24           1.57            
537              5.61             -173.10          308.24           1.05            
538              6.38             -186.88          309.58           3.67            
539              4.94             -186.88          309.58           3.14            
540              6.38             -186.88          309.58           2.62            
541              5.15             -182.46          315.54           3.14            
542              3.99             -182.46          315.54           2.62            
543              5.15             -182.46          315.54           2.09            
544              6.38             -179.51          322.35           2.62            
545              4.94             -179.51          322.35           2.09            
546              6.38             -179.51          322.35           1.57            
547              5.38             -169.73          322.63           3.14            
548              4.17             -169.73          322.63           2.62            
549              5.38             -169.73          322.63           2.09            
550              4.35             -163.98          325.12           2.62            
551              3.37             -163.98          325.12           2.09            
552              4.35             -163.98          325.12           1.57            
553              5.38             -158.95          328.85           2.09            
554              4.17             -158.95          328.85           1.57            
555              5.38             -158.95          328.85           1.05            
556              6.38             -153.82          337.18           2.62            
557              4.94             -153.82          337.18           2.09            
558              6.38             -153.82          337.18           1.57            
559              5.15             -146.44          336.33           2.09            
560              3.99             -146.44          336.33           1.57            
561              5.15             -146.44          336.33           1.05            
562              6.38             -139.07          337.18           1.57            
563              4.94             -139.07          337.18           1.05            
564              6.38             -139.07          337.18           0.52            
565              5.86             -168.64          290.17           4.19            
566              4.54             -168.64          290.17           3.67            
567              5.86             -168.64          290.17           3.14            
568              4.73             -167.86          296.95           3.67            
569              3.67             -167.86          296.95           3.14            
570              4.73             -167.86          296.95           2.62            
571              5.86             -168.64          303.72           3.14            
572              4.54             -168.64          303.72           2.62            
573              5.86             -168.64          303.72           2.09            
574              4.94             -160.99          308.44           3.67            
575              3.83             -160.99          308.44           3.14            
576              4.94             -160.99          308.44           2.62            
577              3.99             -157.56          313.05           3.14            
578              3.09             -157.56          313.05           2.62            
579              3.99             -157.56          313.05           2.09            
580              4.94             -155.28          318.33           2.62            
581              3.83             -155.28          318.33           2.09            
582              4.94             -155.28          318.33           1.57            
583              5.86             -155.02          327.31           3.14            
584              4.54             -155.02          327.31           2.62            
585              5.86             -155.02          327.31           2.09            
586              4.73             -148.76          330.02           2.62            
587              3.67             -148.76          330.02           2.09            
588              4.73             -148.76          330.02           1.57            
589              5.86             -143.29          334.08           2.09            
590              4.54             -143.29          334.08           1.57            
591              5.86             -143.29          334.08           1.05            
592              5.15             -142.06          321.43           3.67            
593              3.99             -142.06          321.43           3.14            
594              5.15             -142.06          321.43           2.62            
595              4.17             -138.48          326.25           3.14            
596              3.23             -138.48          326.25           2.62            
597              4.17             -138.48          326.25           2.09            
598              5.15             -136.10          331.75           2.62            
599              3.99             -136.10          331.75           2.09            
600              5.15             -136.10          331.75           1.57            
601              4.35             -128.19          331.98           3.14            
602              3.37             -128.19          331.98           2.62            
603              4.35             -128.19          331.98           2.09            
604              3.51             -123.55          333.99           2.62            
605              2.72             -123.55          333.99           2.09            
606              3.51             -123.55          333.99           1.57            
607              4.35             -119.48          337.01           2.09            
608              3.37             -119.48          337.01           1.57            
609              4.35             -119.48          337.01           1.05            
610              5.15             -115.33          343.74           2.62            
611              3.99             -115.33          343.74           2.09            
612              5.15             -115.33          343.74           1.57            
613              4.17             -109.37          343.05           2.09            
614              3.23             -109.37          343.05           1.57            
615              4.17             -109.37          343.05           1.05            
616              5.15             -103.41          343.74           1.57            
617              3.99             -103.41          343.74           1.05            
618              5.15             -103.41          343.74           0.52            
619              5.86             -113.76          351.13           3.14            
620              4.54             -113.76          351.13           2.62            
621              5.86             -113.76          351.13           2.09            
622              4.73             -107.50          353.84           2.62            
623              3.67             -107.50          353.84           2.09            
624              4.73             -107.50          353.84           1.57            
625              5.86             -102.03          357.91           2.09            
626              4.54             -102.03          357.91           1.57            
627              5.86             -102.03          357.91           1.05            
628              4.94             -94.12           353.64           2.62            
629              3.83             -94.12           353.64           2.09            
630              4.94             -94.12           353.64           1.57            
631              3.99             -88.41           352.98           2.09            
632              3.09             -88.41           352.98           1.57            
633              3.99             -88.41           352.98           1.05            
634              4.94             -82.69           353.64           1.57            
635              3.83             -82.69           353.64           1.05            
636              4.94             -82.69           353.64           0.52            
637              5.86             -74.78           357.91           2.09            
638              4.54             -74.78           357.91           1.57            
639              5.86             -74.78           357.91           1.05            
640              4.73             -69.31           353.84           1.57            
641              3.67             -69.31           353.84           1.05            
642              4.73             -69.31           353.84           0.52            
643              5.86             -63.06           351.13           1.05            
644              4.54             -63.06           351.13           0.52            
645              5.86             -63.06           351.13           0.00            
646              6.38             -118.55          349.03           3.67            
647              4.94             -118.55          349.03           3.14            
648              6.38             -118.55          349.03           2.62            
