stemID           length           xCoordinate      yCoordinate      radians         
976              6.38             -6.83            361.80           2.62            
977              4.94             -6.83            361.80           2.09            
978              6.38             -6.83            361.80           1.57            
979              5.38             2.95             362.09           3.14            
980              4.17             2.95             362.09           2.62            
981              5.38             2.95             362.09           2.09            
982              4.35             8.70             364.57           2.62            
983              3.37             8.70             364.57           2.09            
984              4.35             8.70             364.57           1.57            
985              5.38             13.72            368.30           2.09            
986              4.17             13.72            368.30           1.57            
987              5.38             13.72            368.30           1.05            
988              6.38             18.86            376.63           2.62            
989              4.94             18.86            376.63           2.09            
990              6.38             18.86            376.63           1.57            
991              5.15             26.23            375.78           2.09            
992              3.99             26.23            375.78           1.57            
993              5.15             26.23            375.78           1.05            
994              6.38             33.61            376.63           1.57            
995              4.94             33.61            376.63           1.05            
996              6.38             33.61            376.63           0.52            
997              5.61             27.88            364.03           3.14            
998              4.35             27.88            364.03           2.62            
999              5.61             27.88            364.03           2.09            
1000             4.54             33.87            366.63           2.62            
1001             3.51             33.87            366.63           2.09            
1002             4.54             33.87            366.63           1.57            
1003             5.61             39.12            370.52           2.09            
1004             4.35             39.12            370.52           1.57            
1005             5.61             39.12            370.52           1.05            
1006             4.73             46.70            366.43           2.62            
1007             3.67             46.70            366.43           2.09            
1008             4.73             46.70            366.43           1.57            
1009             3.83             52.17            365.80           2.09            
1010             2.96             52.17            365.80           1.57            
1011             3.83             52.17            365.80           1.05            
1012             4.73             57.65            366.43           1.57            
1013             3.67             57.65            366.43           1.05            
1014             4.73             57.65            366.43           0.52            
1015             5.61             65.23            370.52           2.09            
1016             4.35             65.23            370.52           1.57            
1017             5.61             65.23            370.52           1.05            
1018             4.54             70.47            366.63           1.57            
1019             3.51             70.47            366.63           1.05            
1020             4.54             70.47            366.63           0.52            
1021             5.61             76.47            364.03           1.05            
1022             4.35             76.47            364.03           0.52            
1023             5.61             76.47            364.03           0.00            
1024             6.38             70.74            376.63           2.62            
1025             4.94             70.74            376.63           2.09            
1026             6.38             70.74            376.63           1.57            
1027             5.15             78.11            375.78           2.09            
1028             3.99             78.11            375.78           1.57            
1029             5.15             78.11            375.78           1.05            
1030             6.38             85.49            376.63           1.57            
1031             4.94             85.49            376.63           1.05            
1032             6.38             85.49            376.63           0.52            
1033             5.38             90.62            368.30           2.09            
1034             4.17             90.62            368.30           1.57            
1035             5.38             90.62            368.30           1.05            
1036             4.35             95.65            364.57           1.57            
1037             3.37             95.65            364.57           1.05            
1038             4.35             95.65            364.57           0.52            
1039             5.38             101.40           362.09           1.05            
1040             4.17             101.40           362.09           0.52            
1041             5.38             101.40           362.09           0.00            
1042             6.38             111.18           361.80           1.57            
1043             4.94             111.18           361.80           1.05            
1044             6.38             111.18           361.80           0.52            
1045             5.15             114.13           354.99           1.05            
1046             3.99             114.13           354.99           0.52            
1047             5.15             114.13           354.99           0.00            
1048             6.38             118.55           349.03           0.52            
1049             4.94             118.55           349.03           0.00            
1050             6.38             118.55           349.03           -0.52           
1051             5.86             63.06            351.13           3.14            
1052             4.54             63.06            351.13           2.62            
1053             5.86             63.06            351.13           2.09            
1054             4.73             69.31            353.84           2.62            
1055             3.67             69.31            353.84           2.09            
1056             4.73             69.31            353.84           1.57            
1057             5.86             74.78            357.91           2.09            
1058             4.54             74.78            357.91           1.57            
1059             5.86             74.78            357.91           1.05            
1060             4.94             82.69            353.64           2.62            
1061             3.83             82.69            353.64           2.09            
1062             4.94             82.69            353.64           1.57            
1063             3.99             88.41            352.98           2.09            
1064             3.09             88.41            352.98           1.57            
1065             3.99             88.41            352.98           1.05            
1066             4.94             94.12            353.64           1.57            
1067             3.83             94.12            353.64           1.05            
1068             4.94             94.12            353.64           0.52            
1069             5.86             102.03           357.91           2.09            
1070             4.54             102.03           357.91           1.57            
1071             5.86             102.03           357.91           1.05            
1072             4.73             107.50           353.84           1.57            
1073             3.67             107.50           353.84           1.05            
1074             4.73             107.50           353.84           0.52            
1075             5.86             113.76           351.13           1.05            
1076             4.54             113.76           351.13           0.52            
1077             5.86             113.76           351.13           0.00            
1078             5.15             103.41           343.74           2.62            
1079             3.99             103.41           343.74           2.09            
1080             5.15             103.41           343.74           1.57            
1081             4.17             109.37           343.05           2.09            
1082             3.23             109.37           343.05           1.57            
1083             4.17             109.37           343.05           1.05            
1084             5.15             115.33           343.74           1.57            
1085             3.99             115.33           343.74           1.05            
1086             5.15             115.33           343.74           0.52            
1087             4.35             119.48           337.01           2.09            
1088             3.37             119.48           337.01           1.57            
1089             4.35             119.48           337.01           1.05            
1090             3.51             123.55           333.99           1.57            
1091             2.72             123.55           333.99           1.05            
1092             3.51             123.55           333.99           0.52            
1093             4.35             128.19           331.98           1.05            
1094             3.37             128.19           331.98           0.52            
1095             4.35             128.19           331.98           0.00            
1096             5.15             136.10           331.75           1.57            
1097             3.99             136.10           331.75           1.05            
1098             5.15             136.10           331.75           0.52            
1099             4.17             138.48           326.25           1.05            
1100             3.23             138.48           326.25           0.52            
1101             4.17             138.48           326.25           0.00            
1102             5.15             142.06           321.43           0.52            
1103             3.99             142.06           321.43           0.00            
1104             5.15             142.06           321.43           -0.52           
1105             5.86             143.29           334.08           2.09            
1106             4.54             143.29           334.08           1.57            
1107             5.86             143.29           334.08           1.05            
1108             4.73             148.76           330.02           1.57            
1109             3.67             148.76           330.02           1.05            
1110             4.73             148.76           330.02           0.52            
1111             5.86             155.02           327.31           1.05            
1112             4.54             155.02           327.31           0.52            
1113             5.86             155.02           327.31           0.00            
1114             4.94             155.28           318.33           1.57            
1115             3.83             155.28           318.33           1.05            
1116             4.94             155.28           318.33           0.52            
1117             3.99             157.56           313.05           1.05            
1118             3.09             157.56           313.05           0.52            
1119             3.99             157.56           313.05           0.00            
1120             4.94             160.99           308.44           0.52            
1121             3.83             160.99           308.44           0.00            
1122             4.94             160.99           308.44           -0.52           
1123             5.86             168.64           303.72           1.05            
1124             4.54             168.64           303.72           0.52            
1125             5.86             168.64           303.72           0.00            
1126             4.73             167.86           296.95           0.52            
1127             3.67             167.86           296.95           0.00            
1128             4.73             167.86           296.95           -0.52           
1129             5.86             168.64           290.17           0.00            
1130             4.54             168.64           290.17           -0.52           
1131             5.86             168.64           290.17           -1.05           
1132             6.38             139.07           337.18           2.62            
1133             4.94             139.07           337.18           2.09            
1134             6.38             139.07           337.18           1.57            
1135             5.15             146.44           336.33           2.09            
1136             3.99             146.44           336.33           1.57            
1137             5.15             146.44           336.33           1.05            
1138             6.38             153.82           337.18           1.57            
1139             4.94             153.82           337.18           1.05            
1140             6.38             153.82           337.18           0.52            
1141             5.38             158.95           328.85           2.09            
1142             4.17             158.95           328.85           1.57            
1143             5.38             158.95           328.85           1.05            
1144             4.35             163.98           325.12           1.57            
1145             3.37             163.98           325.12           1.05            
1146             4.35             163.98           325.12           0.52            
1147             5.38             169.73           322.63           1.05            
1148             4.17             169.73           322.63           0.52            
1149             5.38             169.73           322.63           0.00            
1150             6.38             179.51           322.35           1.57            
1151             4.94             179.51           322.35           1.05            
1152             6.38             179.51           322.35           0.52            
1153             5.15             182.46           315.54           1.05            
1154             3.99             182.46           315.54           0.52            
1155             5.15             182.46           315.54           0.00            
1156             6.38             186.88           309.58           0.52            
1157             4.94             186.88           309.58           0.00            
1158             6.38             186.88           309.58           -0.52           
1159             5.61             173.10           308.24           2.09            
1160             4.35             173.10           308.24           1.57            
1161             5.61             173.10           308.24           1.05            
1162             4.54             178.35           304.34           1.57            
1163             3.51             178.35           304.34           1.05            
1164             4.54             178.35           304.34           0.52            
1165             5.61             184.34           301.75           1.05            
1166             4.35             184.34           301.75           0.52            
1167             5.61             184.34           301.75           0.00            
1168             4.73             184.59           293.14           1.57            
1169             3.67             184.59           293.14           1.05            
1170             4.73             184.59           293.14           0.52            
1171             3.83             186.78           288.08           1.05            
1172             2.96             186.78           288.08           0.52            
1173             3.83             186.78           288.08           0.00            
1174             4.73             190.07           283.66           0.52            
1175             3.67             190.07           283.66           0.00            
1176             4.73             190.07           283.66           -0.52           
1177             5.61             197.40           279.14           1.05            
1178             4.35             197.40           279.14           0.52            
1179             5.61             197.40           279.14           0.00            
1180             4.54             196.65           272.65           0.52            
1181             3.51             196.65           272.65           0.00            
1182             4.54             196.65           272.65           -0.52           
1183             5.61             197.40           266.16           0.00            
1184             4.35             197.40           266.16           -0.52           
1185             5.61             197.40           266.16           -1.05           
1186             6.38             205.45           277.42           1.57            
1187             4.94             205.45           277.42           1.05            
1188             6.38             205.45           277.42           0.52            
1189             5.15             208.40           270.61           1.05            
1190             3.99             208.40           270.61           0.52            
1191             5.15             208.40           270.61           0.00            
1192             6.38             212.82           264.65           0.52            
1193             4.94             212.82           264.65           0.00            
1194             6.38             212.82           264.65           -0.52           
1195             5.38             208.18           256.04           1.05            
1196             4.17             208.18           256.04           0.52            
1197             5.38             208.18           256.04           0.00            
1198             4.35             207.46           249.82           0.52            
1199             3.37             207.46           249.82           0.00            
1200             4.35             207.46           249.82           -0.52           
1201             5.38             208.18           243.60           0.00            
1202             4.17             208.18           243.60           -0.52           
1203             5.38             208.18           243.60           -1.05           
1204             6.38             212.82           234.99           0.52            
1205             4.94             212.82           234.99           0.00            
1206             6.38             212.82           234.99           -0.52           
1207             5.15             208.40           229.03           0.00            
1208             3.99             208.40           229.03           -0.52           
1209             5.15             208.40           229.03           -1.05           
1210             6.38             205.45           222.22           -0.52           
1211             4.94             205.45           222.22           -1.05           
1212             6.38             205.45           222.22           -1.57           
1213             2.76             -206.55          212.97           5.24            
1214             2.05             -206.55          212.97           4.71            
1215             2.76             -206.55          212.97           4.19            
1216             2.14             -209.39          215.38           4.71            
1217             1.59             -209.39          215.38           4.19            
1218             2.14             -209.39          215.38           3.67            
1219             2.76             -212.90          216.63           4.19            
1220             2.05             -212.90          216.63           3.67            
1221             2.76             -212.90          216.63           3.14            
1222             1.94             -210.97          224.56           4.71            
1223             1.44             -210.97          224.56           4.19            
1224             1.94             -210.97          224.56           3.67            
1225             1.50             -211.85          227.03           4.19            
1226             1.11             -211.85          227.03           3.67            
1227             1.50             -211.85          227.03           3.14            
1228             1.94             -213.55          229.03           3.67            
1229             1.44             -213.55          229.03           3.14            
1230             1.94             -213.55          229.03           2.62            
1231             2.40             -218.34          231.80           4.19            
1232             1.78             -218.34          231.80           3.67            
1233             2.40             -218.34          231.80           3.14            
1234             1.86             -217.76          234.99           3.67            
1235             1.38             -217.76          234.99           3.14            
1236             1.86             -217.76          234.99           2.62            
1237             2.40             -218.34          238.18           3.14            
1238             1.78             -218.34          238.18           2.62            
1239             2.40             -218.34          238.18           2.09            
1240             2.02             -210.86          238.94           4.71            
1241             1.50             -210.86          238.94           4.19            
1242             2.02             -210.86          238.94           3.67            
1243             1.57             -211.78          241.52           4.19            
1244             1.16             -211.78          241.52           3.67            
1245             1.57             -211.78          241.52           3.14            
1246             2.02             -213.55          243.60           3.67            
1247             1.50             -213.55          243.60           3.14            
1248             2.02             -213.55          243.60           2.62            
1249             1.63             -211.22          247.65           4.19            
1250             1.21             -211.22          247.65           3.67            
1251             1.63             -211.22          247.65           3.14            
1252             1.27             -210.83          249.82           3.67            
1253             0.94             -210.83          249.82           3.14            
1254             1.27             -210.83          249.82           2.62            
1255             1.63             -211.22          251.99           3.14            
1256             1.21             -211.22          251.99           2.62            
1257             1.63             -211.22          251.99           2.09            
1258             2.02             -213.55          256.04           3.67            
1259             1.50             -213.55          256.04           3.14            
1260             2.02             -213.55          256.04           2.62            
1261             1.57             -211.78          258.12           3.14            
1262             1.16             -211.78          258.12           2.62            
1263             1.57             -211.78          258.12           2.09            
1264             2.02             -210.86          260.70           2.62            
1265             1.50             -210.86          260.70           2.09            
1266             2.02             -210.86          260.70           1.57            
1267             2.40             -218.34          261.46           4.19            
1268             1.78             -218.34          261.46           3.67            
1269             2.40             -218.34          261.46           3.14            
1270             1.86             -217.76          264.65           3.67            
1271             1.38             -217.76          264.65           3.14            
1272             1.86             -217.76          264.65           2.62            
1273             2.40             -218.34          267.84           3.14            
1274             1.78             -218.34          267.84           2.62            
1275             2.40             -218.34          267.84           2.09            
1276             1.94             -213.55          270.61           3.67            
1277             1.44             -213.55          270.61           3.14            
1278             1.94             -213.55          270.61           2.62            
1279             1.50             -211.85          272.61           3.14            
1280             1.11             -211.85          272.61           2.62            
1281             1.50             -211.85          272.61           2.09            
1282             1.94             -210.97          275.07           2.62            
1283             1.44             -210.97          275.07           2.09            
1284             1.94             -210.97          275.07           1.57            
1285             2.40             -210.97          280.61           3.14            
1286             1.78             -210.97          280.61           2.62            
1287             2.40             -210.97          280.61           2.09            
1288             1.86             -207.92          281.70           2.62            
1289             1.38             -207.92          281.70           2.09            
1290             1.86             -207.92          281.70           1.57            
1291             2.40             -205.45          283.80           2.09            
1292             1.78             -205.45          283.80           1.57            
1293             2.40             -205.45          283.80           1.05            
1294             2.11             -200.20          261.30           4.71            
1295             1.57             -200.20          261.30           4.19            
1296             2.11             -200.20          261.30           3.67            
1297             1.63             -201.16          263.99           4.19            
1298             1.21             -201.16          263.99           3.67            
1299             1.63             -201.16          263.99           3.14            
1300             2.11             -203.01          266.16           3.67            
1301             1.57             -203.01          266.16           3.14            
1302             2.11             -203.01          266.16           2.62            
1303             1.71             -200.58          270.38           4.19            
1304             1.27             -200.58          270.38           3.67            
1305             1.71             -200.58          270.38           3.14            
1306             1.32             -200.16          272.65           3.67            
1307             0.98             -200.16          272.65           3.14            
1308             1.32             -200.16          272.65           2.62            
1309             1.71             -200.58          274.92           3.14            
1310             1.27             -200.58          274.92           2.62            
1311             1.71             -200.58          274.92           2.09            
1312             2.11             -203.01          279.14           3.67            
1313             1.57             -203.01          279.14           3.14            
1314             2.11             -203.01          279.14           2.62            
1315             1.63             -201.16          281.31           3.14            
1316             1.21             -201.16          281.31           2.62            
1317             1.63             -201.16          281.31           2.09            
1318             2.11             -200.20          284.00           2.62            
1319             1.57             -200.20          284.00           2.09            
1320             2.11             -200.20          284.00           1.57            
1321             1.78             -194.17          281.29           4.19            
1322             1.32             -194.17          281.29           3.67            
1323             1.78             -194.17          281.29           3.14            
1324             1.38             -193.73          283.66           3.67            
1325             1.02             -193.73          283.66           3.14            
1326             1.38             -193.73          283.66           2.62            
1327             1.78             -194.17          286.03           3.14            
1328             1.32             -194.17          286.03           2.62            
1329             1.78             -194.17          286.03           2.09            
1330             1.44             -190.61          288.08           3.67            
1331             1.07             -190.61          288.08           3.14            
1332             1.44             -190.61          288.08           2.62            
1333             1.11             -189.35          289.57           3.14            
1334             0.83             -189.35          289.57           2.62            
1335             1.11             -189.35          289.57           2.09            
1336             1.44             -188.70          291.40           2.62            
1337             1.07             -188.70          291.40           2.09            
1338             1.44             -188.70          291.40           1.57            
1339             1.78             -188.69          295.51           3.14            
1340             1.32             -188.69          295.51           2.62            
1341             1.78             -188.69          295.51           2.09            
1342             1.38             -186.43          296.32           2.62            
1343             1.02             -186.43          296.32           2.09            
1344             1.38             -186.43          296.32           1.57            
1345             1.78             -184.59          297.87           2.09            
1346             1.32             -184.59          297.87           1.57            
1347             1.78             -184.59          297.87           1.05            
1348             2.11             -189.95          301.75           3.67            
1349             1.57             -189.95          301.75           3.14            
1350             2.11             -189.95          301.75           2.62            
1351             1.63             -188.11          303.92           3.14            
1352             1.21             -188.11          303.92           2.62            
1353             1.63             -188.11          303.92           2.09            
1354             2.11             -187.15          306.61           2.62            
1355             1.57             -187.15          306.61           2.09            
1356             2.11             -187.15          306.61           1.57            
1357             1.71             -182.28          306.61           3.14            
1358             1.27             -182.28          306.61           2.62            
1359             1.71             -182.28          306.61           2.09            
1360             1.32             -180.10          307.39           2.62            
1361             0.98             -180.10          307.39           2.09            
1362             1.32             -180.10          307.39           1.57            
1363             1.71             -178.35          308.88           2.09            
1364             1.27             -178.35          308.88           1.57            
1365             1.71             -178.35          308.88           1.05            
1366             2.11             -175.91          313.10           2.62            
1367             1.57             -175.91          313.10           2.09            
1368             2.11             -175.91          313.10           1.57            
1369             1.63             -173.10          312.58           2.09            
1370             1.21             -173.10          312.58           1.57            
1371             1.63             -173.10          312.58           1.05            
1372             2.11             -170.30          313.10           1.57            
1373             1.57             -170.30          313.10           1.05            
1374             2.11             -170.30          313.10           0.52            
1375             2.40             -192.40          306.39           4.19            
1376             1.78             -192.40          306.39           3.67            
1377             2.40             -192.40          306.39           3.14            
1378             1.86             -191.82          309.58           3.67            
1379             1.38             -191.82          309.58           3.14            
1380             1.86             -191.82          309.58           2.62            
1381             2.40             -192.40          312.77           3.14            
1382             1.78             -192.40          312.77           2.62            
1383             2.40             -192.40          312.77           2.09            
1384             1.94             -187.61          315.54           3.67            
1385             1.44             -187.61          315.54           3.14            
1386             1.94             -187.61          315.54           2.62            
1387             1.50             -185.91          317.54           3.14            
1388             1.11             -185.91          317.54           2.62            
1389             1.50             -185.91          317.54           2.09            
1390             1.94             -185.03          320.00           2.62            
1391             1.44             -185.03          320.00           2.09            
1392             1.94             -185.03          320.00           1.57            
1393             2.40             -185.03          325.54           3.14            
1394             1.78             -185.03          325.54           2.62            
1395             2.40             -185.03          325.54           2.09            
1396             1.86             -181.98          326.63           2.62            
1397             1.38             -181.98          326.63           2.09            
1398             1.86             -181.98          326.63           1.57            
1399             2.40             -179.51          328.73           2.09            
1400             1.78             -179.51          328.73           1.57            
1401             2.40             -179.51          328.73           1.05            
1402             2.02             -175.10          322.63           3.67            
1403             1.50             -175.10          322.63           3.14            
1404             2.02             -175.10          322.63           2.62            
1405             1.57             -173.33          324.72           3.14            
1406             1.16             -173.33          324.72           2.62            
1407             1.57             -173.33          324.72           2.09            
1408             2.02             -172.42          327.29           2.62            
1409             1.50             -172.42          327.29           2.09            
1410             2.02             -172.42          327.29           1.57            
1411             1.63             -167.75          327.30           3.14            
1412             1.21             -167.75          327.30           2.62            
1413             1.63             -167.75          327.30           2.09            
1414             1.27             -165.67          328.04           2.62            
1415             0.94             -165.67          328.04           2.09            
1416             1.27             -165.67          328.04           1.57            
1417             1.63             -163.98          329.47           2.09            
1418             1.21             -163.98          329.47           1.57            
1419             1.63             -163.98          329.47           1.05            
1420             2.02             -161.64          333.51           2.62            
1421             1.50             -161.64          333.51           2.09            
1422             2.02             -161.64          333.51           1.57            
1423             1.57             -158.95          333.02           2.09            
1424             1.16             -158.95          333.02           1.57            
1425             1.57             -158.95          333.02           1.05            
1426             2.02             -156.27          333.51           1.57            
1427             1.50             -156.27          333.51           1.05            
1428             2.02             -156.27          333.51           0.52            
1429             2.40             -159.34          340.37           3.14            
1430             1.78             -159.34          340.37           2.62            
1431             2.40             -159.34          340.37           2.09            
1432             1.86             -156.29          341.46           2.62            
1433             1.38             -156.29          341.46           2.09            
1434             1.86             -156.29          341.46           1.57            
1435             2.40             -153.82          343.56           2.09            
1436             1.78             -153.82          343.56           1.57            
1437             2.40             -153.82          343.56           1.05            
1438             1.94             -149.02          340.79           2.62            
1439             1.44             -149.02          340.79           2.09            
1440             1.94             -149.02          340.79           1.57            
1441             1.50             -146.44          340.32           2.09            
1442             1.11             -146.44          340.32           1.57            
1443             1.50             -146.44          340.32           1.05            
1444             1.94             -143.87          340.79           1.57            
1445             1.44             -143.87          340.79           1.05            
1446             1.94             -143.87          340.79           0.52            
1447             2.40             -139.07          343.56           2.09            
1448             1.78             -139.07          343.56           1.57            
1449             2.40             -139.07          343.56           1.05            
1450             1.86             -136.60          341.46           1.57            
1451             1.38             -136.60          341.46           1.05            
1452             1.86             -136.60          341.46           0.52            
1453             2.40             -133.55          340.37           1.05            
1454             1.78             -133.55          340.37           0.52            
1455             2.40             -133.55          340.37           0.00            
1456             2.20             -171.57          285.10           4.71            
1457             1.63             -171.57          285.10           4.19            
1458             2.20             -171.57          285.10           3.67            
1459             1.71             -172.57          287.91           4.19            
1460             1.27             -172.57          287.91           3.67            
1461             1.71             -172.57          287.91           3.14            
1462             2.20             -174.50          290.17           3.67            
1463             1.63             -174.50          290.17           3.14            
1464             2.20             -174.50          290.17           2.62            
1465             1.78             -171.96          294.58           4.19            
1466             1.32             -171.96          294.58           3.67            
1467             1.78             -171.96          294.58           3.14            
1468             1.38             -171.52          296.95           3.67            
1469             1.02             -171.52          296.95           3.14            
1470             1.38             -171.52          296.95           2.62            
1471             1.78             -171.96          299.31           3.14            
1472             1.32             -171.96          299.31           2.62            
1473             1.78             -171.96          299.31           2.09            
1474             2.20             -174.50          303.72           3.67            
1475             1.63             -174.50          303.72           3.14            
1476             2.20             -174.50          303.72           2.62            
1477             1.71             -172.57          305.99           3.14            
1478             1.27             -172.57          305.99           2.62            
1479             1.71             -172.57          305.99           2.09            
1480             2.20             -171.57          308.79           2.62            
1481             1.63             -171.57          308.79           2.09            
1482             2.20             -171.57          308.79           1.57            
1483             1.86             -165.27          305.97           4.19            
1484             1.38             -165.27          305.97           3.67            
1485             1.86             -165.27          305.97           3.14            
1486             1.44             -164.82          308.44           3.67            
1487             1.07             -164.82          308.44           3.14            
1488             1.44             -164.82          308.44           2.62            
1489             1.86             -165.27          310.90           3.14            
1490             1.38             -165.27          310.90           2.62            
1491             1.86             -165.27          310.90           2.09            
1492             1.50             -161.56          313.05           3.67            
1493             1.11             -161.56          313.05           3.14            
1494             1.50             -161.56          313.05           2.62            
1495             1.16             -160.24          314.60           3.14            
1496             0.86             -160.24          314.60           2.62            
1497             1.16             -160.24          314.60           2.09            
1498             1.50             -159.56          316.51           2.62            
1499             1.11             -159.56          316.51           2.09            
1500             1.50             -159.56          316.51           1.57            
1501             1.86             -159.56          320.80           3.14            
1502             1.38             -159.56          320.80           2.62            
1503             1.86             -159.56          320.80           2.09            
1504             1.44             -157.19          321.64           2.62            
1505             1.07             -157.19          321.64           2.09            
